,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Unnamed: 0,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin
641,True,False,False,False,True,False,641,46.0,False,0.0,0.0,0.0,0.0,0.0,True,5
642,True,False,False,False,False,True,642,25.0,False,1.0,0.0,38.0,7.0,740.0,False,0
643,True,False,False,False,True,False,643,46.0,False,0.0,0.0,0.0,0.0,0.0,False,0
644,True,False,False,False,False,True,644,15.0,False,0.0,0.0,0.0,0.0,0.0,False,0
645,True,False,False,False,False,True,645,37.0,False,0.0,0.0,0.0,0.0,0.0,False,6
647,True,False,False,False,True,False,647,45.0,False,0.0,0.0,0.0,0.0,0.0,False,5
648,True,False,False,False,False,True,648,7.0,False,0.0,0.0,0.0,0.0,0.0,False,5
649,True,False,False,False,False,True,649,5.0,True,0.0,0.0,0.0,0.0,0.0,False,5
650,False,False,True,False,False,True,650,38.0,False,0.0,0.0,0.0,0.0,0.0,True,3
651,False,False,True,False,False,True,651,30.0,False,269.0,96.0,252.0,0.0,0.0,False,5
652,False,False,True,False,False,True,652,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True,5
653,False,False,True,False,False,True,653,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0
654,False,False,True,False,False,True,654,20.0,False,0.0,0.0,0.0,0.0,0.0,True,5
655,True,False,False,False,False,True,655,41.0,False,1.0,922.0,4.0,55.0,15.0,False,2
656,False,False,True,False,False,True,656,18.0,False,0.0,0.0,0.0,0.0,0.0,True,5
658,False,False,True,False,False,True,658,19.0,False,3097.0,0.0,9.0,0.0,213.0,False,4
659,False,False,True,False,False,True,659,34.0,False,1973.0,0.0,97.0,41.0,3.0,False,5
660,False,True,False,False,False,True,660,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5
661,False,False,True,False,False,True,661,54.0,False,0.0,0.0,0.0,0.0,0.0,True,5
662,False,False,True,False,False,True,662,19.0,False,164.0,0.0,783.0,0.0,0.0,False,5
663,False,False,True,False,False,True,663,21.0,False,505.0,0.0,1952.0,0.0,0.0,False,5
664,False,False,True,False,False,True,664,23.0,False,0.0,0.0,0.0,0.0,0.0,True,5
666,False,True,False,False,False,True,666,34.0,False,0.0,3488.0,0.0,4343.0,38.0,False,4
667,True,False,False,False,False,True,667,22.0,False,0.0,581.0,226.0,74.0,0.0,True,6
668,True,False,False,True,False,False,668,24.0,False,21.0,0.0,689.0,12.0,0.0,True,1
669,False,False,True,False,False,True,669,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6
670,False,False,True,True,False,False,670,24.0,False,2698.0,0.0,301.0,8.0,5.0,False,5
671,False,True,False,False,False,True,671,33.0,False,0.0,0.0,0.0,0.0,0.0,True,6
672,True,False,False,False,False,True,672,24.0,False,121.0,237.0,4.0,387.0,54.0,False,5
673,True,False,False,False,False,True,673,18.0,False,0.0,0.0,0.0,0.0,0.0,True,6
674,True,False,False,False,False,True,674,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5
675,True,False,False,True,False,False,675,43.0,False,0.0,0.0,722.0,0.0,0.0,True,6
677,False,True,False,True,False,False,677,25.0,False,0.0,4949.0,0.0,452.0,15.0,True,5
680,False,False,True,False,False,True,680,23.0,False,1695.0,0.0,0.0,31.0,349.0,False,6
681,False,False,True,False,False,True,681,20.0,False,457.0,0.0,170.0,1132.0,0.0,False,5
682,False,False,True,False,False,True,682,2.0,False,0.0,0.0,0.0,0.0,0.0,True,1
683,True,False,False,False,False,True,683,26.0,False,1577.0,2.0,0.0,30.0,0.0,False,6
684,True,False,False,False,True,False,684,38.0,False,0.0,0.0,0.0,0.0,0.0,True,1
685,True,False,False,False,False,True,685,1.0,False,0.0,0.0,0.0,0.0,0.0,False,6
687,True,False,False,False,True,False,687,2.0,False,0.0,0.0,0.0,0.0,0.0,False,5
688,True,False,False,False,True,False,688,25.0,False,0.0,0.0,0.0,0.0,0.0,False,1
689,True,False,False,True,False,False,689,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1
690,True,False,False,True,False,False,690,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4
692,True,False,False,False,False,True,692,21.0,False,521.0,0.0,4.0,261.0,1.0,False,0
693,False,False,True,False,False,True,693,19.0,False,0.0,0.0,0.0,0.0,0.0,False,6
694,True,False,False,False,True,False,694,24.0,False,0.0,23.0,0.0,184.0,2566.0,False,4
695,True,False,False,False,False,True,695,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6
696,True,False,False,False,False,True,696,23.0,False,139.0,0.0,1.0,152.0,354.0,True,6
697,True,False,False,True,False,False,697,29.0,False,0.0,0.0,2.0,786.0,594.0,True,6
698,True,False,False,False,False,True,698,14.0,False,7.0,781.0,0.0,0.0,0.0,True,1
700,True,False,False,True,False,False,700,23.0,False,0.0,38.0,88.0,4.0,561.0,False,6
701,True,False,False,False,False,True,701,62.0,False,712.0,2.0,322.0,0.0,517.0,False,5
702,True,False,False,False,False,True,702,23.0,False,0.0,0.0,484.0,188.0,0.0,False,6
704,False,False,True,False,False,True,704,47.0,False,0.0,0.0,0.0,0.0,0.0,True,5
705,False,True,False,True,False,False,705,67.0,False,76.0,16.0,0.0,2247.0,1166.0,False,6
706,False,True,False,True,False,False,706,14.0,False,0.0,0.0,0.0,0.0,0.0,True,5
707,False,True,False,False,False,True,707,41.0,False,3594.0,3425.0,0.0,0.0,58.0,False,2
708,True,False,False,False,False,True,708,14.0,False,0.0,0.0,0.0,0.0,0.0,True,3
709,True,False,False,False,False,True,709,19.0,False,0.0,0.0,0.0,0.0,0.0,False,3
710,True,False,False,True,False,False,710,22.0,False,15.0,142.0,0.0,41.0,493.0,False,6
711,False,True,False,False,False,True,711,34.0,False,0.0,0.0,0.0,0.0,0.0,True,6
712,False,True,False,True,False,False,712,65.0,False,19.0,1344.0,4.0,3190.0,8.0,False,6
715,False,True,False,True,False,False,715,54.0,False,0.0,0.0,0.0,0.0,0.0,True,6
716,False,True,False,False,False,True,716,34.0,False,47.0,287.0,0.0,4302.0,0.0,False,6
718,False,False,True,True,False,False,718,67.0,False,1.0,0.0,5.0,1022.0,151.0,False,6
719,False,True,False,False,False,True,719,33.0,False,0.0,3879.0,0.0,48.0,67.0,True,5
720,True,False,False,False,True,False,720,30.0,False,0.0,0.0,0.0,0.0,0.0,False,5
721,True,False,False,False,False,True,721,22.0,False,0.0,0.0,0.0,0.0,0.0,False,2
722,False,False,True,False,True,False,722,35.0,False,1248.0,0.0,55.0,12.0,0.0,True,3
724,True,False,False,False,False,True,724,49.0,False,0.0,6.0,679.0,15.0,187.0,False,6
727,False,True,False,True,False,False,727,54.0,False,0.0,0.0,0.0,0.0,0.0,True,4
728,True,False,False,False,False,True,728,0.0,False,0.0,0.0,0.0,0.0,0.0,False,6
729,True,False,False,False,False,True,729,28.82793046746535,False,0.0,715.0,0.0,170.0,0.0,False,4
730,True,False,False,False,False,True,730,54.0,False,0.0,0.0,0.0,0.0,0.0,False,5
731,True,False,False,False,True,False,731,10.0,False,0.0,0.0,0.0,0.0,0.0,False,6
732,True,False,False,True,False,False,732,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1
733,True,False,False,False,True,False,733,7.0,False,0.0,0.0,0.0,0.0,0.0,True,2
734,True,False,False,False,False,True,734,25.0,False,0.0,0.0,0.0,0.0,0.0,False,1
735,False,True,False,True,False,False,735,37.0,False,0.0,16.0,325.0,4476.0,1359.0,False,4
736,False,True,False,True,False,False,736,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5
737,True,False,False,False,False,True,737,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5
738,False,True,False,True,False,False,738,7.0,False,0.0,0.0,0.0,0.0,0.0,True,1
739,True,False,False,False,False,True,739,30.0,False,558.0,4.0,0.0,175.0,0.0,False,1
740,True,False,False,False,False,True,740,19.0,False,0.0,2.0,1399.0,0.0,18.0,True,6
741,False,True,False,False,False,True,741,30.0,False,0.0,3004.0,0.0,1018.0,0.0,False,5
742,True,False,False,False,False,True,742,21.0,False,562.0,2.0,0.0,0.0,11.0,False,6
743,True,False,False,False,True,False,743,21.0,False,14.0,33.0,0.0,3.0,467.0,False,2
744,False,False,True,False,False,True,744,59.0,False,0.0,0.0,0.0,0.0,0.0,True,2
745,False,True,False,True,False,False,745,28.0,False,0.0,0.0,0.0,0.0,0.0,True,5
746,True,False,False,False,False,True,746,32.0,False,713.0,0.0,2.0,0.0,1.0,False,5
747,True,False,False,False,False,True,747,19.0,False,0.0,0.0,0.0,0.0,0.0,True,4
749,True,False,False,True,False,False,749,16.0,False,797.0,0.0,0.0,0.0,0.0,False,6
750,False,True,False,False,False,True,750,31.0,True,0.0,166.0,4.0,2177.0,342.0,False,6
751,False,True,False,False,False,True,751,30.0,False,0.0,142.0,870.0,89.0,3497.0,False,5
752,False,True,False,False,False,True,752,26.0,False,0.0,0.0,0.0,0.0,0.0,True,5
754,True,False,False,False,True,False,754,24.0,False,0.0,0.0,0.0,0.0,0.0,False,6
755,True,False,False,False,True,False,755,39.0,False,0.0,0.0,0.0,7.0,766.0,False,5
756,False,False,True,True,False,False,756,19.0,False,0.0,0.0,0.0,0.0,0.0,True,6
757,False,False,True,True,False,False,757,27.0,False,0.0,0.0,0.0,0.0,0.0,True,6
758,True,False,False,False,False,True,758,34.0,False,0.0,0.0,0.0,874.0,0.0,False,6
759,False,True,False,True,False,False,759,28.0,False,0.0,0.0,0.0,0.0,0.0,True,5
760,True,False,False,False,False,True,760,29.0,False,0.0,0.0,0.0,0.0,645.0,False,4
761,False,False,True,False,True,False,761,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5
762,False,True,False,True,False,False,762,28.82793046746535,False,0.0,3462.0,5.0,1590.0,4.0,False,6
763,False,False,True,False,False,True,763,1.0,False,0.0,0.0,0.0,0.0,0.0,True,1
764,False,True,False,True,False,False,764,36.0,True,0.0,13248.0,100.0,1953.0,1.0,True,5
765,True,False,False,False,False,True,765,31.0,False,183.0,0.0,32.0,0.0,1171.0,False,5
766,True,False,False,False,False,True,766,1.0,False,0.0,0.0,0.0,0.0,0.0,True,4
767,True,False,False,False,False,True,767,31.0,False,159.0,110.0,701.0,0.0,10.0,False,5
769,False,False,True,False,False,True,769,28.82793046746535,False,1227.0,42.0,1.0,0.0,0.0,False,6
770,False,False,True,False,False,True,770,42.0,False,836.0,0.0,51.0,304.0,0.0,False,4
771,False,False,True,False,False,True,771,0.0,False,0.0,0.0,0.0,0.0,0.0,True,4
772,False,False,True,False,True,False,772,41.0,False,1209.0,0.0,0.0,0.0,833.0,False,6
773,False,False,True,False,False,True,773,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1
774,False,False,True,False,False,True,774,0.0,False,0.0,0.0,0.0,0.0,0.0,True,6
775,False,False,True,False,False,True,775,59.0,False,0.0,0.0,0.0,0.0,0.0,True,6
777,False,True,False,True,False,False,777,24.0,False,0.0,284.0,0.0,4614.0,438.0,False,5
778,True,False,False,False,False,True,778,20.0,False,0.0,0.0,0.0,0.0,0.0,False,6
779,False,True,False,False,False,True,779,71.0,True,0.0,0.0,0.0,0.0,0.0,True,6
780,True,False,False,False,True,False,780,23.0,True,0.0,0.0,0.0,0.0,0.0,True,5
781,True,False,False,True,False,False,781,15.0,False,0.0,59.0,714.0,0.0,3.0,True,6
782,True,False,False,False,False,True,782,18.0,False,751.0,0.0,0.0,0.0,0.0,False,6
783,True,False,False,False,False,True,783,19.0,False,0.0,561.0,10.0,0.0,161.0,True,6
784,True,False,False,True,False,False,784,4.0,False,0.0,0.0,0.0,0.0,0.0,True,5
786,False,False,True,False,False,True,786,51.0,False,815.0,0.0,343.0,55.0,0.0,False,4
787,True,False,False,False,False,True,787,13.0,False,0.0,0.0,0.0,0.0,0.0,True,6
789,True,False,False,False,False,True,789,42.0,False,786.0,0.0,22.0,59.0,0.0,False,6
791,True,False,False,False,True,False,791,21.0,False,15.0,0.0,2695.0,2.0,0.0,True,3
792,True,False,False,False,False,True,792,31.0,False,14.0,5.0,0.0,795.0,0.0,True,3
794,True,False,False,False,False,True,794,31.0,False,0.0,0.0,0.0,838.0,27.0,False,3
795,True,False,False,True,False,False,795,14.0,False,77.0,0.0,9.0,424.0,166.0,False,5
796,False,False,True,False,True,False,796,32.0,True,494.0,701.0,71.0,0.0,0.0,False,6
797,False,True,False,False,False,True,797,32.0,False,0.0,179.0,0.0,0.0,5152.0,False,5
798,True,False,False,False,False,True,798,27.0,False,663.0,1111.0,0.0,0.0,2.0,False,2
799,False,True,False,True,False,False,799,57.0,False,2651.0,2956.0,0.0,266.0,1300.0,False,5
800,True,False,False,False,False,True,800,13.0,False,0.0,0.0,0.0,0.0,0.0,False,2
801,False,False,True,False,False,True,801,30.0,False,0.0,0.0,0.0,0.0,0.0,True,3
802,False,False,True,False,False,True,802,14.0,False,0.0,0.0,0.0,0.0,0.0,True,6
803,False,True,False,False,False,True,803,27.0,False,0.0,0.0,0.0,0.0,0.0,True,5
804,False,True,False,True,False,False,804,32.0,False,0.0,0.0,0.0,0.0,0.0,True,5
805,False,False,True,False,False,True,805,54.0,False,0.0,0.0,0.0,0.0,0.0,True,5
806,True,False,False,True,False,False,806,23.0,False,217.0,378.0,19.0,1.0,12.0,False,0
807,True,False,False,True,False,False,807,38.0,False,0.0,0.0,0.0,0.0,0.0,True,6
808,True,False,False,False,False,True,808,32.0,False,0.0,0.0,0.0,0.0,0.0,True,4
809,True,False,False,False,False,True,809,24.0,False,34.0,7.0,320.0,0.0,427.0,False,4
810,True,False,False,False,False,True,810,36.0,False,0.0,0.0,0.0,0.0,0.0,False,2
811,True,False,False,False,False,True,811,11.0,False,0.0,0.0,0.0,0.0,0.0,False,2
812,True,False,False,False,False,True,812,6.0,False,0.0,0.0,0.0,0.0,0.0,False,6
814,False,True,False,True,False,False,814,22.0,False,0.0,0.0,0.0,0.0,0.0,True,6
815,True,False,False,False,False,True,815,28.82793046746535,False,2.0,850.0,18.0,2.0,0.0,False,5
816,True,False,False,False,False,True,816,37.0,False,0.0,0.0,0.0,0.0,0.0,True,5
817,True,False,False,False,False,True,817,55.0,False,280.0,0.0,444.0,0.0,0.0,False,5
818,True,False,False,False,True,False,818,28.82793046746535,False,112.0,473.0,0.0,92.0,0.0,False,6
819,False,True,False,False,False,True,819,20.0,False,2.0,4754.0,0.0,246.0,31.0,True,5
821,True,False,False,False,False,True,821,19.0,False,0.0,162.0,540.0,0.0,0.0,False,5
822,True,False,False,False,False,True,822,38.0,False,0.0,0.0,0.0,0.0,0.0,False,6
823,True,False,False,False,False,True,823,35.0,False,12.0,687.0,46.0,2.0,0.0,False,6
824,False,True,False,True,False,False,824,33.0,False,0.0,0.0,0.0,0.0,0.0,True,6
825,False,False,True,False,True,False,825,37.0,True,381.0,0.0,3.0,447.0,0.0,False,5
827,False,True,False,False,False,True,827,41.0,False,3103.0,3.0,0.0,31.0,26.0,False,5
828,True,False,False,False,False,True,828,13.0,False,875.0,5.0,10.0,18.0,0.0,False,5
829,True,False,False,False,False,True,829,31.0,False,0.0,0.0,0.0,0.0,0.0,False,5
830,True,False,False,True,False,False,830,52.0,False,0.0,0.0,0.0,0.0,0.0,True,5
831,False,True,False,False,False,True,831,48.0,False,0.0,0.0,0.0,0.0,0.0,False,5
832,False,True,False,True,False,False,832,27.0,True,1.0,12804.0,0.0,10.0,52.0,True,6
834,True,False,False,True,False,False,834,32.0,False,0.0,0.0,0.0,0.0,0.0,True,6
835,True,False,False,False,False,True,835,25.0,True,0.0,0.0,0.0,0.0,0.0,False,5
836,True,False,False,False,False,True,836,26.0,False,0.0,0.0,716.0,0.0,1.0,True,6
837,True,False,False,False,False,True,837,44.0,False,0.0,0.0,0.0,0.0,0.0,False,6
838,False,False,True,False,False,True,838,32.0,False,47.0,0.0,2552.0,0.0,0.0,True,5
839,True,False,False,False,False,True,839,18.0,False,200.0,124.0,0.0,413.0,0.0,True,2
841,False,True,False,False,False,True,841,44.0,False,0.0,2792.0,0.0,148.0,1043.0,False,6
842,False,False,True,False,True,False,842,29.0,False,4.0,0.0,421.0,435.0,19.0,False,5
844,False,True,False,True,False,False,844,41.0,False,0.0,5738.0,7.0,9038.0,28.0,False,5
846,True,False,False,False,False,True,846,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5
848,True,False,False,False,False,True,848,74.0,False,853.0,0.0,543.0,31.0,0.0,True,5
849,False,True,False,False,False,True,849,31.0,False,0.0,7461.0,0.0,369.0,450.0,True,2
850,False,True,False,True,False,False,850,38.0,True,0.0,172.0,0.0,5907.0,34.0,False,5
851,True,False,False,False,False,True,851,20.0,False,157.0,0.0,0.0,544.0,3.0,False,5
852,True,False,False,False,False,True,852,24.0,False,47.0,0.0,10.0,139.0,1406.0,False,1
853,True,False,False,False,True,False,853,26.0,False,18.0,84.0,93.0,886.0,289.0,False,5
854,True,False,False,False,True,False,854,44.0,False,0.0,0.0,0.0,0.0,0.0,False,5
856,False,True,False,True,False,False,856,31.0,False,0.0,1095.0,0.0,169.0,1226.0,False,7
857,False,True,False,True,False,False,857,28.82793046746535,False,0.0,7767.0,0.0,15.0,2453.0,True,1
858,False,True,False,False,False,True,858,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1
859,True,False,False,False,False,True,859,33.0,False,13.0,0.0,984.0,0.0,0.0,False,6
860,False,False,True,False,False,True,860,34.0,False,379.0,0.0,1626.0,0.0,0.0,False,6
861,False,False,True,False,False,True,861,11.0,False,0.0,0.0,0.0,0.0,0.0,True,4
863,False,True,False,True,False,False,863,30.0,False,0.0,7992.0,0.0,507.0,25.0,True,5
864,False,True,False,False,False,True,864,30.0,False,0.0,760.0,234.0,2761.0,81.0,False,5
866,True,False,False,False,True,False,866,31.0,False,0.0,0.0,0.0,0.0,0.0,True,5
867,True,False,False,False,False,True,867,38.0,False,646.0,0.0,0.0,135.0,260.0,False,6
868,True,False,False,False,False,True,868,15.0,False,0.0,0.0,0.0,0.0,0.0,True,6
871,False,True,False,False,False,True,871,30.0,False,14.0,12045.0,0.0,2121.0,0.0,True,6
872,False,True,False,False,False,True,872,29.0,False,0.0,1127.0,0.0,1867.0,1070.0,False,6
873,True,False,False,False,False,True,873,36.0,False,0.0,11.0,0.0,18.0,872.0,False,3
874,True,False,False,False,False,True,874,24.0,False,174.0,0.0,0.0,630.0,0.0,False,3
875,True,False,False,False,False,True,875,30.0,False,0.0,0.0,871.0,0.0,0.0,True,5
876,True,False,False,False,False,True,876,0.0,False,0.0,0.0,0.0,0.0,0.0,True,3
877,True,False,False,False,False,True,877,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5
878,True,False,False,False,False,True,878,38.0,False,55.0,741.0,0.0,0.0,13.0,True,6
879,True,False,False,False,False,True,879,13.0,False,0.0,7.0,0.0,1175.0,0.0,False,4
880,False,False,True,False,False,True,880,18.0,False,594.0,0.0,555.0,0.0,0.0,False,5
881,True,False,False,False,False,True,881,16.0,False,891.0,0.0,831.0,0.0,0.0,False,5
882,True,False,False,True,False,False,882,8.0,False,0.0,0.0,0.0,0.0,0.0,False,5
883,True,False,False,False,False,True,883,19.0,False,72.0,5.0,0.0,342.0,188.0,True,4
884,True,False,False,True,False,False,884,26.0,False,0.0,474.0,0.0,0.0,201.0,False,5
885,True,False,False,True,False,False,885,15.0,False,0.0,0.0,0.0,0.0,0.0,True,5
886,True,False,False,False,True,False,886,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5
887,False,False,True,False,False,True,887,45.0,False,877.0,0.0,1383.0,0.0,0.0,False,5
890,True,False,False,False,False,True,890,28.0,False,0.0,631.0,0.0,5.0,0.0,True,4
891,False,False,True,False,False,True,891,41.0,False,0.0,0.0,0.0,0.0,0.0,True,4
893,True,False,False,True,False,False,893,14.0,False,0.0,885.0,8.0,0.0,0.0,True,6
895,False,True,False,False,False,True,895,48.0,False,0.0,0.0,0.0,0.0,0.0,True,6
896,False,False,True,False,False,True,896,19.0,False,631.0,0.0,834.0,304.0,0.0,False,4
897,True,False,False,False,False,True,897,29.0,False,1377.0,0.0,0.0,167.0,0.0,False,5
898,True,False,False,False,False,True,898,20.0,False,792.0,0.0,0.0,0.0,0.0,False,1
899,False,False,True,False,False,True,899,44.0,False,0.0,0.0,0.0,0.0,0.0,True,1
900,True,False,False,False,False,True,900,19.0,False,0.0,0.0,0.0,0.0,0.0,True,4
901,True,False,False,False,False,True,901,64.0,False,0.0,0.0,0.0,0.0,0.0,False,4
902,True,False,False,False,False,True,902,21.0,False,0.0,314.0,323.0,1026.0,6.0,False,6
903,True,False,False,True,False,False,903,32.0,False,58.0,317.0,448.0,3.0,0.0,True,1
904,True,False,False,False,False,True,904,20.0,False,0.0,0.0,0.0,0.0,0.0,False,1
906,False,True,False,False,False,True,906,44.0,False,0.0,0.0,0.0,0.0,0.0,True,6
907,True,False,False,False,True,False,907,57.0,False,0.0,0.0,0.0,0.0,0.0,True,6
909,True,False,False,True,False,False,909,34.0,False,0.0,0.0,0.0,0.0,0.0,True,5
910,True,False,False,False,False,True,910,45.0,False,0.0,1.0,13.0,0.0,873.0,False,5
911,True,False,False,False,False,True,911,24.0,False,0.0,0.0,718.0,0.0,0.0,False,1
912,True,False,False,False,False,True,912,23.0,False,0.0,0.0,490.0,0.0,319.0,False,2
913,True,False,False,False,False,True,913,30.0,False,0.0,0.0,0.0,0.0,0.0,True,2
914,True,False,False,True,False,False,914,20.0,False,0.0,11.0,0.0,136.0,1088.0,False,2
915,True,False,False,False,False,True,915,22.0,False,0.0,0.0,0.0,0.0,0.0,True,2
916,True,False,False,False,True,False,916,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,False,6
917,True,False,False,False,False,True,917,71.0,False,0.0,0.0,0.0,0.0,0.0,True,6
919,True,False,False,False,False,True,919,16.0,False,3.0,0.0,35.0,150.0,478.0,False,6
920,True,False,False,False,False,True,920,28.0,False,0.0,3.0,906.0,0.0,0.0,False,6
921,True,False,False,False,False,True,921,36.0,False,1.0,784.0,0.0,55.0,149.0,True,5
922,True,False,False,False,False,True,922,6.0,False,0.0,0.0,0.0,0.0,0.0,False,6
923,True,False,False,False,True,False,923,26.0,False,0.0,541.0,46.0,4.0,96.0,False,1
924,True,False,False,False,False,True,924,27.0,True,0.0,0.0,0.0,0.0,0.0,False,1
925,False,True,False,False,False,True,925,49.0,False,31.0,2727.0,0.0,184.0,135.0,True,5
926,False,True,False,False,False,True,926,29.0,False,387.0,942.0,0.0,9927.0,1341.0,False,6
927,False,True,False,True,False,False,927,46.0,False,1192.0,1736.0,17.0,21.0,0.0,True,1
929,False,True,False,True,False,False,929,17.0,False,0.0,0.0,0.0,0.0,0.0,True,1
930,False,True,False,True,False,False,930,37.0,False,4301.0,791.0,0.0,1748.0,91.0,False,2
931,True,False,False,True,False,False,931,24.0,False,252.0,0.0,0.0,449.0,0.0,False,5
932,True,False,False,False,False,True,932,47.0,False,0.0,0.0,0.0,0.0,0.0,False,1
933,True,False,False,False,False,True,933,26.0,False,621.0,1.0,98.0,11.0,135.0,False,1
934,False,True,False,True,False,False,934,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1
935,False,False,True,False,False,True,935,27.0,False,253.0,0.0,880.0,22.0,2.0,False,1
936,False,True,False,False,False,True,936,56.0,False,0.0,7447.0,0.0,253.0,35.0,True,2
937,False,False,True,False,False,True,937,18.0,False,885.0,0.0,32.0,0.0,0.0,False,4
938,True,False,False,False,False,True,938,15.0,False,0.0,0.0,0.0,0.0,0.0,False,5
939,False,False,True,True,False,False,939,3.0,False,0.0,0.0,0.0,0.0,0.0,True,4
940,False,False,True,False,False,True,940,42.0,False,1050.0,0.0,715.0,0.0,3.0,False,6
941,False,False,True,False,False,True,941,1.0,False,0.0,0.0,0.0,0.0,0.0,True,5
942,False,True,False,True,False,False,942,56.0,True,0.0,0.0,0.0,0.0,0.0,True,2
943,True,False,False,False,False,True,943,20.0,False,0.0,0.0,4.0,9.0,773.0,False,5
944,True,False,False,False,False,True,944,21.0,False,0.0,0.0,0.0,0.0,791.0,False,1
945,True,False,False,False,False,True,945,5.0,False,0.0,0.0,0.0,0.0,0.0,True,5
947,False,True,False,True,False,False,947,39.0,False,0.0,0.0,0.0,0.0,0.0,True,5
948,False,True,False,False,False,True,948,60.0,False,0.0,0.0,0.0,0.0,0.0,True,6
950,True,False,False,False,False,True,950,58.0,False,0.0,0.0,0.0,0.0,0.0,False,6
951,True,False,False,False,False,True,951,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5
952,True,False,False,False,False,True,952,29.0,False,0.0,0.0,0.0,0.0,0.0,False,6
953,False,False,True,False,False,True,953,19.0,False,0.0,0.0,0.0,0.0,0.0,True,5
954,True,False,False,False,False,True,954,44.0,True,0.0,131.0,267.0,554.0,0.0,False,6
955,True,False,False,False,False,True,955,20.0,False,0.0,15.0,122.0,1125.0,0.0,False,6
956,True,False,False,False,False,True,956,18.0,False,0.0,0.0,0.0,0.0,0.0,True,2
957,True,False,False,False,False,True,957,36.0,False,1.0,1410.0,0.0,1.0,0.0,True,4
958,False,False,True,False,False,True,958,25.0,False,0.0,0.0,0.0,0.0,0.0,True,5
960,True,False,False,True,False,False,960,18.0,False,187.0,12.0,0.0,1277.0,0.0,False,1
961,True,False,False,False,False,True,961,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1
962,True,False,False,True,False,False,962,54.0,False,0.0,5.0,0.0,594.0,209.0,False,5
963,True,False,False,True,False,False,963,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1
964,True,False,False,False,False,True,964,20.0,False,759.0,0.0,106.0,202.0,0.0,False,4
966,False,False,True,False,False,True,966,8.0,False,0.0,0.0,0.0,0.0,0.0,True,5
967,False,False,True,False,False,True,967,46.0,False,1454.0,0.0,81.0,38.0,0.0,False,6
969,False,False,True,True,False,False,969,3.0,False,0.0,0.0,0.0,0.0,0.0,True,6
970,False,False,True,False,False,True,970,30.0,False,0.0,0.0,0.0,0.0,0.0,True,6
971,True,False,False,False,False,True,971,23.0,False,1081.0,0.0,0.0,0.0,7.0,False,6
972,True,False,False,False,False,True,972,14.0,False,756.0,84.0,0.0,8.0,99.0,False,6
973,True,False,False,False,True,False,973,25.0,False,0.0,0.0,0.0,0.0,0.0,False,5
974,True,False,False,False,False,True,974,61.0,False,0.0,0.0,0.0,0.0,0.0,True,6
975,True,False,False,False,False,True,975,31.0,False,0.0,0.0,0.0,675.0,213.0,False,6
976,False,False,True,True,False,False,976,13.0,False,4.0,0.0,1973.0,0.0,39.0,True,6
978,True,False,False,False,False,True,978,47.0,False,0.0,306.0,84.0,499.0,0.0,False,6
979,True,False,False,False,True,False,979,15.0,False,521.0,162.0,62.0,5.0,0.0,True,5
981,True,False,False,False,False,True,981,49.0,False,0.0,0.0,1526.0,960.0,0.0,False,6
982,False,True,False,False,False,True,982,37.0,False,0.0,0.0,0.0,0.0,0.0,False,4
983,False,True,False,False,False,True,983,44.0,False,0.0,2349.0,7.0,815.0,10896.0,False,6
985,True,False,False,False,False,True,985,58.0,False,0.0,0.0,0.0,0.0,0.0,True,5
986,True,False,False,False,False,True,986,20.0,False,0.0,537.0,612.0,3.0,0.0,True,4
987,False,False,True,True,False,False,987,36.0,False,0.0,0.0,0.0,0.0,0.0,True,5
988,False,False,True,False,False,True,988,31.0,False,0.0,0.0,0.0,0.0,0.0,True,6
991,True,False,False,False,True,False,991,27.0,False,182.0,0.0,0.0,0.0,376.0,False,2
992,True,False,False,False,False,True,992,58.0,False,0.0,0.0,828.0,0.0,96.0,True,6
993,True,False,False,False,False,True,993,38.0,False,0.0,0.0,0.0,0.0,0.0,True,5
